product,verified,rating,location,date,author,content,title
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,23 Aug 2019,Wayne Leone,"just another dust collector still trying to figure out why people need these things in their life, only one getting anything out of these is amazon when they get your money for yet another dust collector:)",just another
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,23 Dec 2019,Moonpie,"I love it...especially the photo album that scrolls all the time.  Since I don't get pictures developed anymore, this is a great way to keep and see my pictures.",Early Christmas gift from my husband.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,29 Dec 2018,Glaumeyer,Got it so I can view my cameras it works fairly well just takes a little longer to get the view then I would like,Works ok
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,02 Dec 2019,ezrTech,We love our echo show. We had purchased the echo show 5 and used it all the time in the kitchen. We were waiting for a good sale for the echo show 2nd generation and Black Friday the perfect opportunity to get one. My wife loves it and is happy with it.,Love our echo show 2nd gen
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,05 Nov 2020,KAMS,"I love it!  Uploaded 30,000 pictures to my Amazon photos and now I have a constant digital frame that shows all my photos. Best thing ever!!!!",Love it!!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,29 Jun 2020,Debbie W.,I received the Echo from my daughter for  Mothers Day.  I am thrilled with it.  We have synced it to our ring doorbell and phones and I feel a lot safer.  The ability to get visuals on any question I ask is awesome.  I love pulling up rec on it and seeing the words to songs I request.  Best gift ever for anyone you love.,Great gift for Grandmothers
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,06 Jan 2020,Kathryn,"This new echo show is amazing!  The color, sounds and options are out of this world.  It is one of the best Christmas presents I ever got!  I want another one too!",Clarity of picture
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,17 Aug 2020,E.C.tradeUSA,I had this for 4 months now and so far I never had any complaints about it. It does what it supposed to do. Easy to setup and found it very useful to remotely viewing security cameras and smart lights while you're working from home and too busy to get up.,Easy to setup
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,26 Dec 2019,Okayplayer,"I totally got rid of my portable bluetooth speakers in the house.  The Dolby sound quality is impeccable.  A great bedroom or kitchen companion.  I would not recommend the bathroom due to moisture and electronics. This is 100% touch screen functionality, yet you can use the Alexa App to program other external devices.",Speakers & Size of Screen = Awesome
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,28 Jan 2019,Lucy Rial,I really enjoy this product.  I wish however that they would send information on where you can purchase all the things it can do!!,It's Great!!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,23 Aug 2020,SamBos,I like the screen size and the sound quality but its too bulky. My toddler dropped it on his toes and had a black nail. I wish I can trade this in for a newer one!,Too Bulky
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,29 Dec 2019,CCcc,I love it and have several in 2 houses.  I wish it had a tracking camera like facebook’s camera so a person doesn’t have to stay in one place; and a zoom feature.  But it definitely works well because of Alexa.  I guess it couldn’t have everything.,Works as expected
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,25 Jun 2019,Rivka,I have a first generation Echo Show which I am very happy. But this 2nd generation is amazing. The larger screen makes viewing a pleasure you can even watch a movie.  The sound is unbelievable,Even Better than the first gen
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,16 Nov 2019,Susan,"There are so many features: large screen, improved sound, let’s me know when packages are delivered, see recipes...  My tower device doesn’t come close to matching this model.",Improved Features
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,06 Aug 2020,jeffery d.,This display is amazing the sound wow its very loud an the base wow.. love it the music plays beautiful..u can watch HD videos from YouTube and Amazon best money i spent on..,Love it
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,10 Mar 2020,Madelyne,"I use this for my kitchen and it's been great. There are issues with Alexa not understanding or hearing what is said correctly, especially when trying to look up spanish songs, but i don't think that is a device specific issue. Over all great sound quality and picture quality. I can watch shows on Netflix and hulu while cooking. I wish the stand came with the device automatically and not a separate piece. Great for video calling family and friends! Overall very happy with the product.",👍
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,01 Feb 2020,Wendy G.,"Love this item. Nice size for watching music videos, or just listening to your favorite toons. You can set alarms for birthdays or just about anything.  I haven't had any problems with it just going and saying random things. My 5 and 2 year old grandsons can even watch a movie on it. They even love saying things to it.",Love this item!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,05 Nov 2020,James E. Tannehill,Watching our front and patio doors and photos.,Good quality.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,10 Dec 2018,Trumama,"I love the 2nd gen echo show. We had the 1st gen and upgraded to the 2nd gen when it came out. The sound quality is mind blowing compared to the 1st Gen. The screen is much larger its great for watching shows, cooking recipes, sing alongs with the kids. Hands down I love the 2nd gen show and all the great features that offers!!",We upgrade from the 1st gen to the 2nd and happy we did!!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,11 Aug 2020,Newspapertaxis,"Beautiful screen, very stable base, outstanding sound quality for the money. Super-easy to create and link different slide shows using the amazon photo app.  And easy to convert all prior iPhone photos into the amazon photo app and set up all future photos to automatically add to the amazon photo app.  Strongest recommendation!","Outstanding screen, sound, ease of use!"
